meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.5058710282390234,-0.7843432516998987,-0.3814075410063482,-0.7086888435913854,-0.10729088571843004,0.3499015826805716,-0.18727994894502298,-0.5722645120353036,-0.27469705583626647,-0.4949964020722465,0.14782084135669993,-0.7107043746738361,-0.1418060230112993,-0.5285352513159265,0.26837168365740915,-0.5439693843831803,-0.12747166462032347,-0.5439271806323269,0.24025016302742036,-0.5662601750026846,-0.31615481615409846,-0.49874373288353624,0.4551354014042678,-0.2208633248420815,-0.0872070611020061,-0.4256862448766323,0.20486987708901638,-0.13870727678466754,-0.17478155389474997,-0.7169310403195821,0.33746197039870357,-0.8263312857877194,0.06519170624616799,-0.8024776283083416,0.24332482293851432,-0.6097040690601715,blues
-0.7895557934393853,-0.7267590470453935,-0.5596809536722697,-0.4786123815904467,-0.21465187103669248,0.2747412537160676,-0.1395012012355603,-0.41469023849799924,-0.3748331172108058,-0.007888330634962637,0.08328269671062372,-0.5748637196938823,0.2980304964131597,-0.31294726129223904,0.2439233873441039,-0.3793165328201181,0.21209673601189982,-0.24518100055311565,0.3168140702312442,-0.4814497951075185,-0.004513650028516392,0.8350143577599911,0.6629936989836855,-0.08243267381580743,0.10530270575163769,0.30057678336011606,0.17890250838262356,0.08388674793649442,0.11225397137876605,-0.6113766330844457,0.42978406817992443,-0.77133495866726,0.2705956184754405,-0.48003829065787507,0.2864451272294934,-0.5460679244915917,blues
-0.5900985005020455,-0.5566171132193195,-0.5007261871479893,-0.5364417713058074,0.11084071322233591,0.34220151427441237,-0.3521452279725519,-0.704373078927035,-0.4566999048209165,-0.5273951462468113,0.2777680680104264,-0.25946913715307873,-0.16848298344035112,-0.4910598022832008,0.1059744756052825,-0.505016337144785,-0.37530033139719277,-0.37977292133221163,0.3829878839948545,-0.4558812778550093,-0.2560802751808568,-0.004410485210690762,0.23305897548146393,0.40180903332851114,-0.06972460343287662,-0.5933195503795835,-0.052130277294781285,-0.19180180019439041,-0.35421550599141427,-0.6647039402517806,0.12419871658241644,-0.7515518769385721,-0.09446729325607195,-0.6474500053963635,-0.18293838166228846,-0.5303003099490713,blues
-0.943024056693802,-0.9201295279580526,-0.8729667703747993,-0.7620177332214559,-0.06954388172646109,0.0434304690708458,-0.6356848022458291,-0.5960139154096358,-0.8271701150453219,-0.5931491218114755,0.48578245041846135,-0.545727301869751,0.20032302171047783,-0.541972675217286,-0.002786137740926453,-0.680760327642985,0.2558717921585863,-0.48520354257340925,-0.011188485776362667,-0.5118251036067739,0.3150772583235355,-0.4845662597764162,0.24849075228942258,-0.4120998281381827,0.46970550831293656,-0.5468916901459789,0.0703148873538334,-0.7856156521488685,0.2930442324118496,-0.7763843749997191,0.04396099654681179,-0.9254917321773747,0.20296018282125033,-0.8475044931617298,-0.11609248518622464,-0.7086451344569589,blues
-0.20544034786360965,-0.400993145879738,-0.23611239394035244,-0.256715866719461,0.19038162205885323,0.27076880909997425,-0.3103270068823294,-0.5320991168530592,-0.23499013075945252,-0.1607230514992023,0.06445669921870056,0.1430645446712291,-0.28530420386793054,-0.5999055828170088,-0.025670360298132633,-0.32784617677339534,-0.8220264209460771,-0.35138564271101924,0.12658447603237266,-0.18488662521706245,-0.5728341411649303,-0.05649806936406576,0.02457500632661134,0.2959246924880796,-0.21213281385999394,-0.08410762365297741,-0.1749503276323576,0.116698316434235,-0.4360337713742932,-0.6724663464319337,-0.2608247212345086,-0.7172122755065431,0.16649390276236425,-0.2221929703454828,-0.36799044531355446,-0.27899659901934615,blues
-0.7313019160712655,-0.9013198299995597,-0.7114792867427533,-0.7512249180184776,0.04930729449804927,-0.1578884732802075,-0.57859900127526,-0.5420071471134061,-0.6754073856413729,-0.4572600907446117,0.5534688895153839,-0.3859535965129465,-0.05697076541843887,-0.10006583146577586,0.052137503009135555,-0.3271813830312399,-0.4576547462657081,-0.4205628914229481,0.005148550665538237,-0.37463949855101597,-0.5882224466206393,-0.4773966033710866,0.06805527849650135,-0.2616919162911322,0.0516254787704985,-0.3613173644548595,-0.21670347525472705,-0.40906532628623005,-0.3150845611533373,-0.8820933420413324,-0.2691680787738243,-0.702223079636107,-0.2213973556451414,-0.6050310904919576,-0.3312291998411881,-0.7224449714172264,blues
-0.6174828018289393,-0.6670864331627367,-0.4974136790649488,-0.35554171641972954,0.4101334864509858,0.053986209139041286,-0.5237934699802806,-0.392305006854193,-0.4362587593502272,-0.2411304616988661,0.08606734572757824,0.4473462325384081,-0.2869232950661888,-0.09642292053742318,0.18059718183854034,0.06882441654185745,0.1595261066658728,0.9999999999999998,-0.13822254984548793,0.2775999563590248,-0.46104135954688963,0.3426098122651322,-0.05288096567064472,-0.08391391741732801,0.058499934420537414,-0.19220603880020537,-0.649639285515109,0.4549331341241478,-0.22164887951554274,-0.5373269058259981,-0.10937679612461262,-0.6800145976424521,-0.010023584895120285,-0.5116834006287134,-0.5363345182674384,-0.4593063817803058,blues
-0.7166471657248126,-0.886927579882853,-0.5524239647481457,-0.7491530122302753,0.07180988740915728,0.06336798120473564,-0.3574228095801857,-0.6874185946543823,-0.4654512702255553,-0.5829886072655212,0.31254713691684133,-0.6569947520561196,-0.21062453410245202,-0.47177997742127464,0.20789257261281857,-0.36958190025213244,0.016781678858677228,-0.18712789104547878,0.2918811997135883,-0.3243877150820462,-0.6422348526205618,0.12745830663996371,0.49734472541146213,0.11995414669455728,-0.1467198767679222,0.307217449752458,-0.3104163089279341,0.44155437374548123,-0.07403512720396413,-0.5143833901294759,-0.4070476105714615,-0.7277253607731624,0.1850425506070055,-0.17226653560835636,-0.40758889401603515,-0.5757527547937239,blues
-0.6104624627614993,-0.6883929950209469,-0.386584958557619,-0.5319707591967566,0.19140643510178812,0.5573458660055326,-0.15666840250738168,-0.516733082720793,-0.25700268928820114,-0.3209081129691874,0.13119870281996504,-0.3773092408139267,-0.060620675844595545,-0.5294051408561314,0.3441878534688889,-0.43303135583794417,-0.13981518316005456,-0.4910448726151203,0.28031973914242836,-0.18210377097820585,-0.5471887312731747,-0.6274502126506144,0.5700866602058275,-0.2807765674581877,-0.08890866890594123,-0.822703053749046,0.6068798072304555,-0.6551221419562859,-0.05175104120849289,-0.816343130181173,0.2232639559575747,-0.7785956196674355,-0.35228982594445335,-0.6343004662689057,0.1636835727803332,-0.6864180042595958,blues
-0.5164762212983478,-0.6765889617510417,-0.3024180916474235,-0.4768804273667,-0.016840912921194384,0.2735450989143302,-0.13088971287762896,-0.5332499312167823,-0.1556401591854204,-0.36426384680820156,0.01837432261881733,-0.19149418390751793,0.013650221742858043,-0.3207452447337742,0.2843526944814534,-0.17023205609806857,-0.5004921399830596,-0.019856920065452588,0.24190464436031173,0.4491533406009751,-0.19862911041320652,0.006332989832422031,0.28016681104494773,-0.29018908948152045,-0.10947081412266191,-0.46944243945086184,-0.023595738611735695,-0.22144026130340388,-0.21775954191684171,-0.6075645791854722,0.16986973871951255,-0.6496880967171854,0.17427244821633106,-0.6707049560192122,-0.23612262122880742,-0.3172296255187559,blues
